key,2,3,4
5043,,保鏢殲滅戰,baobiaojianmiezhan
5044,,巴爾德西昂兵武塔,baerdexiangbingwuta
5045,,宇宙宮,-
5046,,哈迪斯孤念殲滅戰,hadisigunianjianmiezhan
5047,,亞歷山大絕境戰,yalishandajuejingzhan
5048,,複製工廠廢墟,fuzhigongchangfeixu
5049,,昂薩哈凱爾（競爭戰）,angsahakaierjingzhengzhan
5050,,阿尼德羅追憶館,anideluozhuiyiguan
5051,,共鳴之章,gongmingzhizhang
5052,,紅寶石神兵破壞作戰,hongbaoshishenbingpohuaizuozhan
5053,,紅寶石神兵狂想作戰,hongbaoshishenbingkuangxiangzuozhan
5054,,博茲雅堡壘追憶戰,boziyabaoleizhuiyizhan
5055,,南方博茲雅戰線,nanfangboziyazhanxian
5056,,諾弗蘭特,nuofulante
5057,,光之戰士殲滅戰,guangzhizhanshijianmiezhan
5058,,光之戰士幻耀殲滅戰,guangzhizhanshihuanyaojianmiezhan
5059,,人偶軍事基地,renoujunshijidi
5061,,衝突戰,chongtuzhan
5062,,緊急遭遇戰,jinjizaoyuzhan
5063,,天佑女王,tianyounvwang
5064,,瑪托雅工作室,matuoyagongzuoshi
5065,,再生之章,zaishengzhizhang
5066,,綠寶石神兵破壞作戰,lvbaoshishenbingpohuaizuozhan
5067,,綠寶石神兵狂想作戰,lvbaoshishenbingkuangxiangzuozhan
5068,,女王古殿,nvwanggudian
5070,,帝國湖岸堡攻城戰,diguohuanbaogongchengzhan
5071,,帕戈爾贊草原,pageerzancaoyuan
5072,,鑽石神兵捕獲作戰,zuanshishenbingbuhuozuozhan
5073,,鑽石神兵狂想作戰,zuanshishenbingkuangxiangzuozhan
5074,,希望之砲台：「塔」,xiwangzhipaotaita
5076,,扎杜諾爾高原,zhadunuoergaoyuan
5077,,旗艦達爾里阿達號攻略戰,qijiandaerliadahaogonglvezhan
5078,,佐特塔,zuoteta
5079,,巴別塔,babieta
5080,,萬相森國,wanxiangsenguo
5081,,極北造物院,jibeizaowuyuan
5082,,尋因星晶鏡,xunyinxingjingjing
5083,,末世終跡,moshizhongji
5084,,笑笑鎮,xiaoxiaozhen
5085,,斯提格瑪四,sitigemasi
5086,,佐迪亞克殲滅戰,zuodiyakejianmiezhan
5087,,佐迪亞克暝暗殲滅戰,zuodiyakeminganjianmiezhan
5088,,海德林殲滅戰,haidelinjianmiezhan
5089,,海德林暉光殲滅戰,haidelinhuiguangjianmiezhan
5090,,終結之戰,zhongjiezhizhan
5091,,萬魔殿,wanmodian
5092,,零式萬魔殿,lingshiwanmodian
5093,,邊境之獄,bianjingzhiyu
5094,,近東秘寶阿爾扎達爾海底遺跡群,jindongmibaoaerzhadaerhaidiyijiqun
5095,,終極之戰,zhongjizhizhan
5097,,燦爛神域阿格萊亞,canlanshenyuagelaiya
5098,,幻想龍詩絕境戰,huanxianglongshijuejingzhan
5099,,水晶衝突,shuijingchongtu
5100,,角力學校,juelixuexiao
5101,,火山之心,huoshanzhixin
5102,,九霄雲上,jiuxiaoyunshang
5103,,巴爾巴莉希婭殲滅戰,baerbalixiyajianmiezhan
5104,,巴爾巴莉希婭殲殛戰,baerbalixiyajianjizhan
5105,,薩菲洛特幻巧戰,safeiluotehuanqiaozhan
5106,,煉淨之獄,lianjingzhiyu
5107,,特羅亞宮廷,teluoyagongting
5108,,多變迷宮,duobianmigong
5109,,異聞迷宮,yiwenmigong
5110,,希拉狄哈水道,xiladihashuidao
5111,,異聞希拉狄哈水道,yiwenxiladihashuidao
5112,,零式異聞希拉狄哈水道,lingshiyiwenxiladihashuidao
